date,expiry,tenor,sigma_mkt,sigma_mod1,s_ols,s_ridge,s_adap,s_daily,sig_ols,sig_ridge,sig_adap,sig_daily,ae_ols,ae_ridge,ae_adap,ae_daily
2022-08-31,1,10,50.7,486.3,0.09815,0.09815,0.13122,0.10426,72.2,72.2,94.3,84.7,21.5,21.5,43.599999999999994,34.0
2022-08-31,5,1,50.6,372.3,0.1419,0.1419,0.17703,0.13591,154.0,154.0,175.5,148.5,103.4,103.4,124.9,97.9
2022-08-31,5,5,41.1,282.6,0.12419,0.12419,0.15051,0.14544,78.3,78.3,105.2,98.5,37.199999999999996,37.199999999999996,64.1,57.4
2022-08-31,5,10,36.2,265.5,0.1274,0.1274,0.14346,0.13635,81.8,81.8,97.1,82.0,45.599999999999994,45.599999999999994,60.89999999999999,45.8
2022-08-31,10,1,34.1,226.9,0.1214,0.1214,0.14483,0.15029,94.8,94.8,105.5,113.6,60.699999999999996,60.699999999999996,71.4,79.5
2022-08-31,10,5,34.1,186.7,0.14504,0.14505,0.1502,0.18265,76.7,76.7,78.4,91.1,42.6,42.6,44.300000000000004,56.99999999999999
2022-08-31,10,10,35.8,161.3,0.18302,0.18293,0.17815,0.22195,87.8,87.8,87.2,103.3,52.0,52.0,51.400000000000006,67.5
2022-09-30,1,1,51.1,519.0,0.13841,0.13841,0.08034,0.09846,284.2,284.2,330.7,294.5,233.1,233.1,279.59999999999997,243.4
2022-09-30,1,5,53.1,391.6,0.15101,0.15101,0.06835,0.1356,79.1,79.1,22.0,67.8,25.999999999999993,25.999999999999993,31.1,14.699999999999996
2022-09-30,1,10,49.3,449.0,0.09815,0.09815,0.12687,0.1098,63.2,63.2,83.3,74.7,13.900000000000006,13.900000000000006,34.0,25.400000000000006
2022-09-30,5,1,43.7,341.8,0.1419,0.1419,0.15648,0.12785,141.1,141.1,145.9,139.7,97.39999999999999,97.39999999999999,102.2,95.99999999999999
2022-09-30,5,5,39.2,254.2,0.12419,0.12419,0.14121,0.15421,65.1,65.1,81.2,86.1,25.89999999999999,25.89999999999999,42.0,46.89999999999999
2022-09-30,5,10,36.5,245.5,0.1274,0.1274,0.13558,0.14868,73.5,73.5,84.7,91.2,37.0,37.0,48.2,54.7
2022-09-30,10,1,33.6,210.3,0.1214,0.1214,0.13628,0.15977,87.6,87.6,93.7,106.2,53.99999999999999,53.99999999999999,60.1,72.6
2022-09-30,10,5,34.3,173.9,0.14504,0.14505,0.13802,0.19724,63.6,63.6,59.1,82.1,29.300000000000004,29.300000000000004,24.800000000000004,47.8
2022-09-30,10,10,37.9,159.3,0.18302,0.18293,0.16196,0.23792,84.1,84.1,74.0,98.9,46.199999999999996,46.199999999999996,36.1,61.00000000000001
2022-10-31,1,1,42.7,485.5,0.13841,0.13841,0.07984,0.08795,259.9,259.9,322.7,307.5,217.2,217.2,280.0,264.8
2022-10-31,1,5,46.9,365.6,0.15101,0.15101,0.06744,0.12828,76.2,76.2,25.4,64.1,29.300000000000004,29.300000000000004,21.5,17.199999999999996
2022-10-31,1,10,46.5,461.8,0.09815,0.09815,0.1303,0.10069,69.7,69.7,90.1,65.0,23.200000000000003,23.200000000000003,43.599999999999994,18.5
2022-10-31,5,1,42.3,328.0,0.1419,0.1419,0.16016,0.12896,136.6,136.6,143.3,138.3,94.3,94.3,101.00000000000001,96.00000000000001
2022-10-31,5,5,37.7,261.6,0.12419,0.12419,0.14305,0.14411,65.7,65.7,81.8,79.7,28.0,28.0,44.099999999999994,42.0
2022-10-31,5,10,35.3,240.9,0.1274,0.1274,0.1369,0.14653,78.3,78.3,79.5,86.2,43.0,43.0,44.2,50.900000000000006
2022-10-31,10,1,31.6,212.7,0.1214,0.1214,0.13705,0.14857,86.0,86.0,91.1,96.2,54.4,54.4,59.49999999999999,64.6
2022-10-31,10,5,31.4,174.2,0.14504,0.14505,0.13852,0.18025,64.2,64.2,58.9,81.5,32.800000000000004,32.800000000000004,27.5,50.1
2022-10-31,10,10,33.6,157.5,0.18302,0.18293,0.1624,0.21333,79.6,79.6,74.8,93.9,45.99999999999999,45.99999999999999,41.199999999999996,60.300000000000004
2022-11-30,1,1,41.9,488.3,0.13841,0.13841,0.09472,0.08581,245.1,245.1,272.7,281.2,203.2,203.2,230.79999999999998,239.29999999999998
2022-11-30,1,5,49.8,407.0,0.15101,0.15101,0.08106,0.12236,90.6,90.6,46.0,74.1,40.8,40.8,3.799999999999997,24.299999999999997
2022-11-30,1,10,48.4,467.5,0.09815,0.09815,0.15962,0.10353,85.9,85.9,150.7,95.6,37.50000000000001,37.50000000000001,102.29999999999998,47.199999999999996
2022-11-30,5,1,48.4,328.1,0.1419,0.1419,0.20968,0.14752,132.4,132.4,155.3,142.2,84.0,84.0,106.9,93.79999999999998
2022-11-30,5,5,42.6,272.3,0.12419,0.12419,0.17389,0.15645,76.3,76.3,114.3,93.7,33.699999999999996,33.699999999999996,71.69999999999999,51.1
2022-11-30,5,10,39.9,261.9,0.1274,0.1274,0.15963,0.15235,86.5,86.5,112.9,100.1,46.6,46.6,73.0,60.199999999999996
2022-11-30,10,1,35.8,214.6,0.1214,0.1214,0.16315,0.16682,81.7,81.7,95.7,97.6,45.900000000000006,45.900000000000006,59.900000000000006,61.8
2022-11-30,10,5,36.5,173.8,0.14504,0.14505,0.16092,0.21001,66.0,66.0,75.5,92.6,29.5,29.5,39.0,56.099999999999994
2022-11-30,10,10,39.7,164.0,0.18302,0.18293,0.18556,0.24207,88.4,88.4,,105.2,48.7,48.7,,65.5
2022-12-30,1,1,34.0,430.2,0.13841,0.13841,0.06793,0.07903,232.7,232.7,334.3,302.0,198.7,198.7,300.3,268.0
2022-12-30,1,5,39.6,361.5,0.15101,0.15101,0.05637,0.10954,75.6,75.6,18.0,48.7,35.99999999999999,35.99999999999999,21.6,9.100000000000001
2022-12-30,1,10,38.3,445.6,0.09815,0.09815,0.15071,0.08595,81.6,81.6,119.5,66.0,43.3,43.3,81.2,27.700000000000003
2022-12-30,5,1,37.4,296.7,0.1419,0.1419,0.18398,0.12605,118.0,118.0,143.7,111.4,80.6,80.6,106.29999999999998,74.0
2022-12-30,5,5,33.9,244.8,0.12419,0.12419,0.16023,0.13848,66.4,66.4,88.3,78.3,32.50000000000001,32.50000000000001,54.4,44.4
2022-12-30,5,10,33.0,232.1,0.1274,0.1274,0.1488,0.14218,71.5,71.5,91.8,92.9,38.5,38.5,58.8,59.900000000000006
2022-12-30,10,1,30.6,199.5,0.1214,0.1214,0.15073,0.15338,71.8,71.8,81.6,80.5,41.199999999999996,41.199999999999996,50.99999999999999,49.9
2022-12-30,10,5,31.4,162.6,0.14504,0.14505,0.14665,0.19311,58.2,58.2,60.7,79.3,26.800000000000004,26.800000000000004,29.300000000000004,47.9
2022-12-30,10,10,33.6,148.8,0.18302,0.18293,0.16813,0.22581,80.1,80.1,71.5,94.0,46.49999999999999,46.49999999999999,37.9,60.4
2023-01-31,1,1,28.7,431.2,0.13841,0.13841,0.08001,0.06656,209.8,209.8,259.9,290.4,181.10000000000002,181.10000000000002,231.2,261.7
2023-01-31,1,5,35.7,399.1,0.15101,0.15101,0.06695,0.08945,93.3,93.3,38.0,49.1,57.599999999999994,57.599999999999994,2.299999999999997,13.399999999999999
2023-01-31,1,10,35.5,449.8,0.09815,0.09815,0.16639,0.07892,91.4,91.4,153.3,79.1,55.900000000000006,55.900000000000006,117.80000000000001,43.599999999999994
2023-01-31,5,1,36.0,294.0,0.1419,0.1419,0.21125,0.12245,108.3,108.3,139.7,107.2,72.3,72.3,103.69999999999999,71.2
2023-01-31,5,5,32.8,266.2,0.12419,0.12419,0.17599,0.12322,69.2,69.2,105.1,67.0,36.400000000000006,36.400000000000006,72.3,34.2
2023-01-31,5,10,31.2,261.4,0.1274,0.1274,0.16061,0.11936,82.1,82.1,103.8,80.3,50.89999999999999,50.89999999999999,72.6,49.099999999999994
2023-01-31,10,1,28.9,194.5,0.1214,0.1214,0.16343,0.14859,69.1,69.1,86.8,77.4,40.199999999999996,40.199999999999996,57.9,48.50000000000001
2023-01-31,10,5,29.4,169.7,0.14504,0.14505,0.15845,0.17325,65.7,65.7,71.3,76.9,36.300000000000004,36.300000000000004,41.9,47.50000000000001
2023-01-31,10,10,31.4,164.3,0.18302,0.18293,0.18103,0.19111,82.4,82.4,88.2,88.6,51.00000000000001,51.00000000000001,56.800000000000004,57.199999999999996
2023-02-28,1,1,28.1,382.1,0.13841,0.13841,0.05951,0.07354,206.1,206.1,317.3,267.3,178.0,178.0,289.2,239.20000000000002
2023-02-28,1,5,34.1,344.8,0.15101,0.15101,0.0481,0.0989,73.7,73.7,14.5,47.4,39.6,39.6,19.6,13.299999999999997
2023-02-28,1,10,33.2,428.1,0.09815,0.09815,0.16194,0.07755,87.5,87.5,138.2,71.2,54.3,54.3,104.99999999999999,38.0
2023-02-28,5,1,34.6,285.3,0.1419,0.1419,0.19516,0.12128,100.1,100.1,116.2,97.7,65.5,65.5,81.6,63.1
2023-02-28,5,5,31.5,232.9,0.12419,0.12419,0.16799,0.13525,64.1,64.1,91.4,69.2,32.599999999999994,32.599999999999994,59.900000000000006,37.7
2023-02-28,5,10,29.5,245.5,0.1274,0.1274,0.15408,0.12016,77.7,77.7,94.3,66.9,48.2,48.2,64.8,37.400000000000006
2023-02-28,10,1,26.9,184.9,0.1214,0.1214,0.15604,0.14548,65.8,65.8,71.5,72.5,38.9,38.9,44.6,45.6
2023-02-28,10,5,26.8,157.6,0.14504,0.14505,0.14912,0.17005,59.5,59.5,61.7,69.8,32.7,32.7,34.900000000000006,43.0
2023-02-28,10,10,28.2,148.9,0.18302,0.18293,0.16917,0.18939,78.0,78.0,72.2,81.6,49.8,49.8,44.0,53.39999999999999
2023-03-31,1,1,37.6,440.0,0.13841,0.13841,0.07412,0.08545,210.6,210.6,262.5,242.7,173.0,173.0,224.9,205.1
2023-03-31,1,5,39.8,402.1,0.15101,0.15101,0.06122,0.09898,97.7,97.7,35.1,60.7,57.900000000000006,57.900000000000006,4.699999999999996,20.900000000000006
2023-03-31,1,10,36.1,458.3,0.09815,0.09815,0.16671,0.07877,98.0,98.0,145.2,80.8,61.9,61.9,109.1,44.699999999999996
2023-03-31,5,1,37.1,295.5,0.1419,0.1419,0.20823,0.12555,108.4,108.4,133.6,93.5,71.30000000000001,71.30000000000001,96.5,56.4
2023-03-31,5,5,33.9,267.2,0.12419,0.12419,0.17431,0.12687,74.2,74.2,99.2,72.5,40.300000000000004,40.300000000000004,65.30000000000001,38.6
2023-03-31,5,10,31.3,252.2,0.1274,0.1274,0.15919,0.12411,81.9,81.9,99.9,81.7,50.60000000000001,50.60000000000001,68.60000000000001,50.400000000000006
2023-03-31,10,1,28.1,181.1,0.1214,0.1214,0.16133,0.15516,61.8,61.8,74.4,74.4,33.699999999999996,33.699999999999996,46.300000000000004,46.300000000000004
2023-03-31,10,5,27.9,165.2,0.14504,0.14505,0.15579,0.16889,64.9,64.9,64.7,75.6,37.00000000000001,37.00000000000001,36.800000000000004,47.699999999999996
2023-03-31,10,10,29.3,157.0,0.18302,0.18293,0.17767,0.18662,83.6,83.6,78.3,83.8,54.3,54.3,49.0,54.5
2023-04-28,1,1,41.6,376.9,0.13841,0.13841,0.07175,0.11037,169.2,169.2,240.4,192.9,127.6,127.6,198.8,151.3
2023-04-28,1,5,42.4,394.0,0.15101,0.15101,0.05856,0.10761,100.3,100.3,33.6,73.5,57.9,57.9,8.799999999999997,31.1
2023-04-28,1,10,36.5,461.5,0.09815,0.09815,0.16861,0.07909,102.4,102.4,155.7,78.6,65.9,65.9,119.19999999999999,42.099999999999994
2023-04-28,5,1,39.9,287.8,0.1419,0.1419,0.20876,0.13864,101.9,101.9,118.4,92.8,62.00000000000001,62.00000000000001,78.5,52.9
2023-04-28,5,5,34.7,256.3,0.12419,0.12419,0.17427,0.13539,73.4,73.4,110.2,76.6,38.7,38.7,75.5,41.89999999999999
2023-04-28,5,10,31.1,250.5,0.1274,0.1274,0.15909,0.12415,90.5,90.5,109.1,79.7,59.4,59.4,78.0,48.6
2023-04-28,10,1,29.3,172.3,0.1214,0.1214,0.16043,0.17005,59.6,59.6,70.5,74.4,30.3,30.3,41.2,45.10000000000001
2023-04-28,10,5,28.3,164.4,0.14504,0.14505,0.1547,0.17214,64.6,64.6,67.3,75.7,36.3,36.3,39.0,47.400000000000006
2023-04-28,10,10,28.7,151.6,0.18302,0.18293,0.17633,0.18931,87.1,87.1,79.6,86.8,58.39999999999999,58.39999999999999,50.89999999999999,58.099999999999994
2023-05-31,1,1,37.5,393.5,0.13841,0.13841,0.07245,0.0953,168.7,168.7,226.7,180.6,131.2,131.2,189.2,143.1
2023-05-31,1,5,40.4,393.7,0.15101,0.15101,0.05906,0.10262,100.7,100.7,39.0,71.9,60.300000000000004,60.300000000000004,1.3999999999999986,31.500000000000007
2023-05-31,1,10,36.4,461.1,0.09815,0.09815,0.17191,0.07894,103.4,103.4,164.2,86.2,67.0,67.0,127.79999999999998,49.800000000000004
2023-05-31,5,1,39.0,276.2,0.1419,0.1419,0.21354,0.1412,89.7,89.7,117.1,98.3,50.7,50.7,78.1,59.3
2023-05-31,5,5,34.7,262.8,0.12419,0.12419,0.17715,0.13204,78.5,78.5,118.3,85.7,43.8,43.8,83.6,51.0
2023-05-31,5,10,31.7,252.4,0.1274,0.1274,0.16119,0.12559,86.6,86.6,104.7,86.7,54.89999999999999,54.89999999999999,73.0,55.0
2023-05-31,10,1,28.9,169.6,0.1214,0.1214,0.16262,0.1704,59.5,59.5,72.3,74.0,30.6,30.6,43.4,45.1
2023-05-31,10,5,28.3,171.2,0.14504,0.14505,0.15648,0.1653,68.1,68.1,70.0,77.9,39.8,39.8,41.7,49.60000000000001
2023-05-31,10,10,28.7,158.7,0.18302,0.18293,0.1781,0.18084,85.5,85.5,82.8,80.7,56.8,56.8,54.099999999999994,52.0
2023-06-30,1,1,31.6,325.3,0.13841,0.13841,0.06592,0.09714,139.9,139.9,213.6,161.9,108.30000000000001,108.30000000000001,182.0,130.3
2023-06-30,1,5,36.3,384.0,0.15101,0.15101,0.05356,0.09453,93.5,93.5,31.8,58.4,57.2,57.2,4.4999999999999964,22.1
2023-06-30,1,10,34.2,462.2,0.09815,0.09815,0.18692,0.07399,110.3,110.3,171.9,89.3,76.1,76.1,137.7,55.099999999999994
2023-06-30,5,1,39.4,235.9,0.1419,0.1419,0.23352,0.16702,82.2,82.2,107.3,86.8,42.800000000000004,42.800000000000004,67.9,47.4
2023-06-30,5,5,35.2,250.2,0.12419,0.12419,0.192,0.14069,68.2,68.2,112.4,82.9,33.0,33.0,77.2,47.7
2023-06-30,5,10,32.5,248.9,0.1274,0.1274,0.17159,0.13057,90.1,90.1,113.2,87.7,57.599999999999994,57.599999999999994,80.7,55.2
2023-06-30,10,1,30.3,164.4,0.1214,0.1214,0.17556,0.18431,50.3,50.3,62.2,62.7,19.999999999999996,19.999999999999996,31.900000000000002,32.400000000000006
2023-06-30,10,5,30.0,163.1,0.14504,0.14505,0.16502,0.18394,62.1,62.1,72.2,78.6,32.1,32.1,42.2,48.599999999999994
2023-06-30,10,10,30.2,154.7,0.18302,0.18293,0.185,0.19522,87.3,87.3,83.5,91.0,57.099999999999994,57.099999999999994,53.3,60.8
2023-07-31,1,1,33.7,352.3,0.13841,0.13841,0.06515,0.09566,156.5,156.5,232.3,182.6,122.8,122.8,198.60000000000002,148.89999999999998
2023-07-31,1,5,36.4,368.5,0.15101,0.15101,0.0524,0.09878,103.6,103.6,31.0,64.5,67.19999999999999,67.19999999999999,5.399999999999999,28.1
2023-07-31,1,10,32.5,442.9,0.09815,0.09815,0.1739,0.07338,100.2,100.2,154.6,83.7,67.7,67.7,122.1,51.2
2023-07-31,5,1,36.0,258.7,0.1419,0.1419,0.21314,0.13916,85.8,85.8,115.1,91.2,49.8,49.8,79.1,55.2
2023-07-31,5,5,32.0,257.7,0.12419,0.12419,0.1779,0.12418,74.0,74.0,103.5,67.2,42.0,42.0,71.5,35.2
2023-07-31,5,10,29.2,247.5,0.1274,0.1274,0.16145,0.11798,86.6,86.6,105.5,77.1,57.39999999999999,57.39999999999999,76.3,47.89999999999999
2023-07-31,10,1,27.1,171.8,0.1214,0.1214,0.16307,0.15774,57.6,57.6,67.1,63.3,30.5,30.5,39.99999999999999,36.199999999999996
2023-07-31,10,5,26.1,168.0,0.14504,0.14505,0.15548,0.15536,66.4,66.4,71.7,66.5,40.300000000000004,40.300000000000004,45.6,40.4
2023-07-31,10,10,26.4,144.7,0.18302,0.18293,0.17604,0.18245,81.9,81.9,81.1,81.8,55.50000000000001,55.50000000000001,54.699999999999996,55.4
2023-08-31,1,1,36.0,374.9,0.13841,0.13841,0.06698,0.09603,169.5,169.5,222.6,186.2,133.5,133.5,186.6,150.2
2023-08-31,1,5,38.9,386.9,0.15101,0.15101,0.05388,0.10054,106.4,106.4,36.7,69.6,67.5,67.5,2.1999999999999957,30.699999999999996
2023-08-31,1,10,35.4,451.7,0.09815,0.09815,0.17148,0.07837,104.5,104.5,163.6,84.7,69.1,69.1,128.2,49.300000000000004
2023-08-31,5,1,38.1,270.8,0.1419,0.1419,0.21,0.14069,92.5,92.5,112.3,93.3,54.4,54.4,74.19999999999999,55.199999999999996
2023-08-31,5,5,33.3,250.5,0.12419,0.12419,0.17529,0.13293,74.4,74.4,109.9,80.9,41.10000000000001,41.10000000000001,76.60000000000001,47.60000000000001
2023-08-31,5,10,30.4,242.1,0.1274,0.1274,0.15966,0.12557,80.4,80.4,106.0,80.9,50.00000000000001,50.00000000000001,75.6,50.50000000000001
2023-08-31,10,1,27.9,176.2,0.1214,0.1214,0.16064,0.15834,55.4,55.4,61.6,62.7,27.5,27.5,33.7,34.800000000000004
2023-08-31,10,5,26.9,168.3,0.14504,0.14505,0.15399,0.15983,66.2,66.2,71.0,71.0,39.300000000000004,39.300000000000004,44.1,44.1
2023-08-31,10,10,27.1,151.8,0.18302,0.18293,0.17495,0.17852,84.3,84.3,80.0,80.1,57.199999999999996,57.199999999999996,52.9,52.99999999999999
2023-09-29,1,1,28.8,345.7,0.13841,0.13841,0.05111,0.08331,176.3,176.3,280.3,214.0,147.5,147.5,251.5,185.2
2023-09-29,1,5,32.2,379.7,0.15101,0.15101,0.03895,0.0848,101.7,101.7,18.0,50.1,69.5,69.5,14.200000000000003,17.9
2023-09-29,1,10,30.9,411.5,0.09815,0.09815,0.15455,0.07509,87.0,87.0,138.8,65.5,56.1,56.1,107.9,34.6
2023-09-29,5,1,31.7,265.7,0.1419,0.1419,0.17711,0.11931,86.7,86.7,104.1,84.6,55.0,55.0,72.39999999999999,52.89999999999999
2023-09-29,5,5,28.9,248.3,0.12419,0.12419,0.15503,0.11639,71.2,71.2,92.4,61.6,42.300000000000004,42.300000000000004,63.50000000000001,32.7
2023-09-29,5,10,27.7,237.1,0.1274,0.1274,0.14452,0.11683,73.0,73.0,88.9,69.9,45.3,45.3,61.2,42.2
2023-09-29,10,1,24.7,164.6,0.1214,0.1214,0.14267,0.15006,54.5,54.5,61.6,59.7,29.8,29.8,36.900000000000006,35.0
2023-09-29,10,5,24.0,156.6,0.14504,0.14505,0.13755,0.15326,61.6,61.6,56.6,63.7,37.6,37.6,32.6,39.7
2023-09-29,10,10,24.5,146.1,0.18302,0.18293,0.15721,0.16769,76.4,76.4,68.6,73.3,51.900000000000006,51.900000000000006,44.099999999999994,48.8
2023-10-31,1,1,32.5,385.8,0.13841,0.13841,0.05502,0.08424,181.5,181.5,285.2,233.9,149.0,149.0,252.7,201.4
2023-10-31,1,5,34.7,357.0,0.15101,0.15101,0.0422,0.0972,96.9,96.9,23.1,63.3,62.2,62.2,11.600000000000001,28.599999999999994
2023-10-31,1,10,32.4,437.5,0.09815,0.09815,0.14602,0.07406,88.5,88.5,118.2,64.7,56.1,56.1,85.80000000000001,32.300000000000004
2023-10-31,5,1,32.5,266.8,0.1419,0.1419,0.16574,0.12181,98.4,98.4,103.1,91.2,65.9,65.9,70.6,58.7
2023-10-31,5,5,29.0,251.8,0.12419,0.12419,0.14648,0.11517,73.2,73.2,84.0,63.5,44.2,44.2,55.0,34.5
2023-10-31,5,10,27.0,236.6,0.1274,0.1274,0.13854,0.11412,77.5,77.5,81.5,67.0,50.5,50.5,54.5,40.0
2023-10-31,10,1,24.7,177.8,0.1214,0.1214,0.13514,0.13892,58.1,58.1,61.6,63.6,33.400000000000006,33.400000000000006,36.900000000000006,38.900000000000006
2023-10-31,10,5,24.1,167.8,0.14504,0.14505,0.13261,0.14362,62.2,62.2,58.7,63.2,38.1,38.1,34.6,39.1
2023-10-31,10,10,24.1,147.4,0.18302,0.18293,0.15325,0.1635,75.0,75.0,70.5,67.9,50.9,50.9,46.4,43.800000000000004
2023-11-30,1,1,39.7,367.1,0.13841,0.13841,0.07382,0.10814,164.3,164.3,218.0,180.4,124.60000000000001,124.60000000000001,178.3,140.7
2023-11-30,1,5,38.1,401.1,0.15101,0.15101,0.05966,0.09499,111.7,111.7,47.4,82.0,73.6,73.6,9.299999999999997,43.9
2023-11-30,1,10,33.9,467.5,0.09815,0.09815,0.16301,0.07251,103.0,103.0,146.0,82.9,69.1,69.1,112.1,49.00000000000001
2023-11-30,5,1,36.2,277.3,0.1419,0.1419,0.19968,0.13054,95.1,95.1,118.5,94.2,58.89999999999999,58.89999999999999,82.3,58.0
2023-11-30,5,5,32.2,274.7,0.12419,0.12419,0.1668,0.11722,81.3,81.3,113.2,72.0,49.099999999999994,49.099999999999994,81.0,39.8
2023-11-30,5,10,29.7,254.4,0.1274,0.1274,0.15384,0.11675,86.7,86.7,100.2,78.6,57.0,57.0,70.5,48.89999999999999
2023-11-30,10,1,28.0,171.7,0.1214,0.1214,0.15299,0.16308,59.0,59.0,68.0,75.2,31.0,31.0,40.0,47.2
2023-11-30,10,5,27.1,171.1,0.14504,0.14505,0.1495,0.15839,71.1,71.1,71.2,73.7,43.99999999999999,43.99999999999999,44.1,46.6
2023-11-30,10,10,27.0,157.9,0.18302,0.18293,0.17187,0.17099,86.7,86.7,80.6,84.9,59.7,59.7,53.599999999999994,57.900000000000006
2023-12-29,1,1,51.9,416.9,0.13841,0.13841,0.09783,0.12449,164.9,164.9,182.5,174.1,113.0,113.0,130.6,122.19999999999999
2023-12-29,1,5,46.6,427.7,0.15101,0.15101,0.08176,0.10895,121.4,121.4,74.6,93.8,74.80000000000001,74.80000000000001,27.999999999999993,47.199999999999996
2023-12-29,1,10,40.9,498.7,0.09815,0.09815,0.17162,0.08201,111.7,111.7,165.8,107.8,70.80000000000001,70.80000000000001,124.9,66.9
2023-12-29,5,1,40.5,300.0,0.1419,0.1419,0.22351,0.135,108.5,108.5,136.2,103.8,68.0,68.0,95.69999999999999,63.3
2023-12-29,5,5,35.6,293.4,0.12419,0.12419,0.17951,0.12134,87.0,87.0,125.3,82.1,51.4,51.4,89.69999999999999,46.49999999999999
2023-12-29,5,10,33.5,264.6,0.1274,0.1274,0.16389,0.12661,91.9,91.9,112.9,96.1,58.400000000000006,58.400000000000006,79.4,62.599999999999994
2023-12-29,10,1,31.5,188.5,0.1214,0.1214,0.16444,0.16711,63.1,63.1,77.9,80.6,31.6,31.6,46.400000000000006,49.099999999999994
2023-12-29,10,5,30.7,186.1,0.14504,0.14505,0.16253,0.16497,78.9,78.9,86.1,88.1,48.2,48.2,55.39999999999999,57.39999999999999
2023-12-29,10,10,30.7,167.7,0.18302,0.18293,0.18772,0.18306,94.8,94.8,95.4,90.1,64.1,64.1,64.7,59.39999999999999
2024-01-31,1,1,47.6,427.1,0.13841,0.13841,0.09413,0.11145,176.0,176.0,194.3,194.5,128.4,128.4,146.70000000000002,146.9
2024-01-31,1,5,42.7,438.7,0.15101,0.15101,0.07847,0.09733,112.3,112.3,67.3,82.9,69.6,69.6,24.599999999999994,40.2
2024-01-31,1,10,37.1,495.0,0.09815,0.09815,0.16858,0.07495,110.3,110.3,172.8,91.6,73.19999999999999,73.19999999999999,135.70000000000002,54.49999999999999
2024-01-31,5,1,38.4,303.3,0.1419,0.1419,0.21765,0.12661,109.8,109.8,133.1,101.0,71.4,71.4,94.69999999999999,62.6
2024-01-31,5,5,34.1,285.8,0.12419,0.12419,0.17628,0.11931,82.4,82.4,127.3,78.7,48.300000000000004,48.300000000000004,93.19999999999999,44.6
2024-01-31,5,10,31.7,267.8,0.1274,0.1274,0.16142,0.11837,88.6,88.6,113.0,83.1,56.89999999999999,56.89999999999999,81.3,51.39999999999999
2024-01-31,10,1,29.7,194.7,0.1214,0.1214,0.16182,0.15254,67.3,67.3,80.4,77.0,37.599999999999994,37.599999999999994,50.7,47.3
2024-01-31,10,5,28.9,188.7,0.14504,0.14505,0.15987,0.15315,72.7,72.7,87.7,77.9,43.800000000000004,43.800000000000004,58.800000000000004,49.00000000000001
2024-01-31,10,10,29.2,167.8,0.18302,0.18293,0.18466,0.17402,87.3,87.3,92.4,85.0,58.099999999999994,58.099999999999994,63.2,55.8
2024-02-29,1,1,37.1,403.8,0.13841,0.13841,0.08178,0.09188,179.1,179.1,203.6,181.2,142.0,142.0,166.5,144.1
2024-02-29,1,5,37.1,418.0,0.15101,0.15101,0.06744,0.08876,113.3,113.3,53.4,69.8,76.19999999999999,76.19999999999999,16.299999999999997,32.699999999999996
2024-02-29,1,10,34.4,479.4,0.09815,0.09815,0.17266,0.07176,110.8,110.8,160.1,83.6,76.4,76.4,125.69999999999999,49.199999999999996
2024-02-29,5,1,37.1,280.7,0.1419,0.1419,0.21855,0.13217,100.1,100.1,123.8,93.2,62.99999999999999,62.99999999999999,86.69999999999999,56.1
2024-02-29,5,5,33.8,272.9,0.12419,0.12419,0.17896,0.12385,79.4,79.4,115.5,81.3,45.60000000000001,45.60000000000001,81.7,47.5
2024-02-29,5,10,32.0,257.0,0.1274,0.1274,0.16286,0.12451,93.9,93.9,105.2,90.3,61.900000000000006,61.900000000000006,73.2,58.3
2024-02-29,10,1,30.4,178.6,0.1214,0.1214,0.16414,0.17021,57.2,57.2,72.7,74.3,26.800000000000004,26.800000000000004,42.300000000000004,43.9
2024-02-29,10,5,29.6,171.7,0.14504,0.14505,0.15934,0.17239,71.0,71.0,76.2,85.2,41.4,41.4,46.6,55.6
2024-02-29,10,10,30.3,160.4,0.18302,0.18293,0.18223,0.1889,85.9,85.9,88.6,93.2,55.60000000000001,55.60000000000001,58.3,62.900000000000006
